,artists,song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
711,owl city,fireflies,0.396,0.286,6,-11.494,0,0.0283,0.548,8.51e-06,0.122,0.605,105.289,4
712,la roux,bulletproof,0.635,0.167,1,-12.998,1,0.0403,0.858,0.000999,0.213,0.246,83.768,0
713,corinne bailey rae,put your records on,0.553,0.738,0,-7.963,1,0.0457,0.213,0.0,0.339,0.759,138.602,2
714,destiny's child,"independent women, pt. 1",0.352,0.3,8,-9.282,1,0.0301,0.413,0.0,0.1,0.295,58.686,0
715,flo rida,right round,0.515,0.496,4,-7.446,1,0.0324,0.265,0.0,0.182,0.651,153.582,2
716,wheatus,teenage dirtbag,0.733,0.579,7,-8.442,1,0.033,0.573,2.11e-05,0.113,0.963,122.729,2
717,the all-american rejects,gives you hell,0.659,0.513,0,-7.186,1,0.0293,0.315,0.0,0.283,0.855,133.609,2
718,jennifer lopez,love don't cost a thing,0.661,0.557,4,-8.244,1,0.049,0.262,0.0,0.0557,0.957,125.445,2
719,kelly clarkson,because of you,0.507,0.561,7,-10.472,1,0.0353,0.548,0.0,0.59,0.89,120.042,2
720,outkast,hey ya! - radio mix / club mix,0.408,0.436,0,-7.712,1,0.0345,0.805,1.72e-06,0.305,0.474,175.024,1
721,keri hilson,knock you down,0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111,2
722,pitbull,i know you want me (calle ocho),0.605,0.837,7,-10.059,1,0.114,0.754,4.11e-05,0.3,0.93,157.225,1
723,p!nk,get the party started,0.615,0.815,5,-7.128,1,0.0373,0.475,0.0,0.0964,0.765,150.733,2
724,akon,smack that,0.525,0.52,7,-11.725,1,0.0271,0.538,0.00569,0.111,0.523,112.554,0
725,david archuleta,crush,0.708,0.545,6,-7.376,1,0.0502,0.648,0.0,0.121,0.935,135.241,2
726,jay-z,run this town,0.721,0.567,10,-9.516,1,0.0389,0.221,0.0,0.465,0.914,116.643,2
727,atomic kitten,whole again,0.628,0.593,0,-7.515,1,0.0279,0.508,0.0,0.104,0.488,114.944,2
728,ne-yo,so sick,0.595,0.465,2,-8.412,0,0.026,0.102,0.0,0.0641,0.492,124.991,4
729,michael bubl,haven't met you yet,0.168,0.326,5,-9.981,1,0.0324,0.721,0.0006,0.316,0.322,174.794,1
730,black eyed peas,pump it,0.523,0.48,3,-10.923,1,0.0492,0.214,0.0,0.0751,0.81,151.4,2
731,colbie caillat,bubbly,0.602,0.633,9,-9.756,1,0.0314,0.502,0.0,0.0614,0.931,98.995,2
732,destiny's child,bootylicious,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,2
733,nelly,hot in herre,0.822,0.332,1,-11.369,1,0.0506,0.834,0.0,0.11,0.834,110.802,0
734,mario,let me love you,0.593,0.354,9,-10.269,1,0.0288,0.733,0.0,0.527,0.793,124.63,0
735,the script,hall of fame (feat. will.i.am),0.604,0.51,11,-9.323,0,0.0544,0.903,2.19e-05,0.71,0.916,124.012,4
736,christina aguilera,dirrty (feat. redman),0.604,0.357,6,-11.419,1,0.0269,0.0311,0.0,0.0927,0.638,100.721,2
737,shontelle,impossible - main,0.252,0.507,2,-13.337,1,0.0442,0.00206,0.00057,0.325,0.816,196.494,1
738,janet jackson,all for you,0.66,0.611,0,-10.309,1,0.0392,0.423,1.11e-05,0.107,0.749,113.898,2
739,mary mary,shackles (praise you),0.431,0.678,4,-7.945,1,0.0365,0.7,6.37e-06,0.199,0.633,135.919,2
740,black eyed peas,boom boom pow,0.467,0.783,8,-5.207,1,0.0528,0.139,0.0214,0.08,0.591,160.841,2
741,rihanna,hate that i love you,0.39,0.31,5,-14.545,1,0.0676,0.794,0.0,0.379,0.584,177.515,1
742,the all-american rejects,dirty little secret,0.374,0.991,9,-1.101,1,0.0813,0.38,0.000719,0.0929,0.51,95.105,2
743,robyn,dancing on my own - radio edit,0.512,0.658,1,-9.972,0,0.0607,0.232,0.0,0.108,0.752,129.861,4
744,adam lambert,whataya want from me,0.574,0.364,11,-9.672,0,0.0365,0.915,9.98e-06,0.137,0.398,112.094,4
745,ceelo green,fuck you,0.311,0.0264,0,-21.644,1,0.037,0.731,0.00205,0.156,0.139,120.653,0
746,coldplay,yellow,0.605,0.455,5,-8.903,0,0.0301,0.595,0.0,0.0816,0.678,106.825,4
747,plain white t's,hey there delilah - bonus track,0.546,0.818,0,-4.89,1,0.031,0.0487,0.0,0.0983,0.756,138.561,2
748,the corrs,breathless,0.563,0.441,4,-9.902,1,0.0437,0.773,0.0,0.351,0.468,115.168,0
749,jason mraz,i'm yours,0.528,0.482,9,-10.939,0,0.027,0.614,0.0,0.549,0.788,95.82,4
750,adele,hello,0.653,0.334,9,-6.955,1,0.0313,0.411,3.47e-05,0.123,0.665,119.46,2
751,justin bieber,sorry,0.526,0.436,1,-6.02,1,0.0232,0.0981,7.69e-06,0.118,0.286,96.903,0
752,ed sheeran,thinking out loud,0.731,0.837,9,-8.673,1,0.0477,0.000287,0.15,0.0978,0.832,135.603,2
753,ariana grande,one last time,0.691,0.507,11,-10.23,1,0.0343,0.627,0.0,0.457,0.885,128.518,2
754,bruno mars,just the way you are,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,2
755,the chainsmokers,closer,0.59,0.355,9,-14.051,1,0.0352,0.48,0.0,0.0585,0.499,133.03,0
756,sam smith,stay with me,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,2
757,avicii,wake me up,0.669,0.616,11,-10.776,0,0.033,0.482,0.0,0.179,0.818,130.037,4
758,billie eilish,bad guy,0.55,0.854,3,-5.968,1,0.036,0.661,0.0,0.112,0.965,159.231,2
759,ellie goulding,"love me like you do - from ""fifty shades of grey""",0.484,0.312,2,-13.522,1,0.0535,0.724,1.65e-06,0.0601,0.598,205.981,1
760,lady gaga,shallow - radio edit,0.621,0.708,6,-9.057,1,0.0259,0.246,2e-06,0.143,0.624,110.533,2
761,taylor swift,blank space,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,2
762,one direction,story of my life,0.423,0.384,9,-12.503,1,0.0315,0.729,4.11e-06,0.27,0.521,90.43,0
763,alessia cara,scars to your beautiful,0.521,0.487,6,-7.525,0,0.0299,0.253,0.0,0.0579,0.483,117.072,4
764,shawn mendes,treat you better,0.542,0.722,7,-5.065,1,0.0262,0.0516,1.18e-05,0.131,0.609,115.21,2
765,katy perry,the one that got away,0.703,0.563,0,-9.99,1,0.0294,0.374,0.0,0.0933,0.972,127.004,2
766,sam smith,like i can,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,4
767,one direction,what makes you beautiful,0.405,0.488,4,-10.784,1,0.0678,0.415,0.0,0.0753,0.806,181.624,1
768,taylor swift,wildest dreams,0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106,2
769,shawn mendes,if i can't have you,0.747,0.226,7,-13.635,1,0.0414,0.908,0.000168,0.107,0.778,123.792,0
770,maroon 5,payphone,0.631,0.69,2,-6.676,1,0.0531,0.176,0.0,0.121,0.938,94.574,2
771,demi lovato,heart attack,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912,2
772,one direction,drag me down,0.403,0.495,10,-6.888,0,0.0312,0.387,8.03e-06,0.147,0.38,132.912,4
773,bruno mars,talking to the moon,0.582,0.818,7,-4.281,1,0.0332,0.236,0.0,0.253,0.954,132.946,2
774,clean bandit,symphony (feat. zara larsson),0.524,0.519,6,-11.903,1,0.043,0.195,0.0,0.523,0.847,110.121,2
775,taylor swift,i knew you were trouble,0.402,0.493,4,-9.99,1,0.0357,0.235,3.05e-05,0.229,0.692,124.103,2
776,justin bieber,love yourself,0.485,0.378,3,-11.773,1,0.0337,0.831,0.0,0.103,0.528,92.928,0
777,shawn mendes,stitches,0.414,0.167,9,-16.519,1,0.0484,0.804,0.0,0.117,0.384,133.45,0
778,becky g,shower,0.699,0.641,2,-7.564,1,0.0289,0.13,0.000218,0.0601,0.728,120.745,2
779,dan + shay,"10,000 hours (with justin bieber)",0.711,0.362,3,-10.851,0,0.0381,0.272,0.0,0.127,0.616,117.287,4
780,maroon 5,memories,0.493,0.688,7,-8.143,1,0.0321,0.0126,0.256,0.38,0.533,147.403,2
781,charlie puth,we don't talk anymore (feat. selena gomez),0.366,0.317,1,-13.976,1,0.027,0.541,0.0,0.0865,0.398,94.108,0
782,gym class heroes,stereo hearts (feat. adam levine),0.474,0.478,7,-8.951,1,0.0343,0.484,0.0,0.0833,0.831,120.326,2
783,harry styles,adore you,0.641,0.703,9,-10.434,1,0.0518,0.397,0.00546,0.104,0.722,129.118,2
784,zayn,dusk till dawn - radio edit,0.52,0.179,11,-21.976,0,0.0454,0.356,0.00344,0.131,0.407,155.746,4
785,shawn mendes,there's nothing holdin' me back,0.561,0.883,11,-1.737,0,0.0367,0.0405,0.0305,0.112,0.749,126.203,4
786,ed sheeran,i don't care (with justin bieber),0.54,0.53,4,-10.583,1,0.0361,0.614,0.0,0.198,0.896,143.453,2
787,mkto,classic,0.807,0.497,7,-10.656,1,0.0297,0.307,0.0327,0.043,0.765,114.524,2
788,maroon 5,maps,0.652,0.583,9,-7.811,1,0.038,0.412,0.0,0.119,0.744,138.134,2
789,james arthur,say you won't let go,0.562,0.54,0,-7.875,1,0.0365,0.803,3.86e-06,0.106,0.793,134.676,2
790,little mix,black magic,0.396,0.686,5,-5.607,1,0.0341,0.725,1.04e-06,0.17,0.717,124.318,2
791,shawn mendes,mercy,0.557,0.698,1,-7.471,0,0.039,0.472,0.0,0.057,0.677,112.479,4
792,r. city,locked away (feat. adam levine),0.776,0.659,9,-7.767,1,0.051,0.434,0.0,0.0868,0.969,123.094,2
793,adele,set fire to the rain,0.495,0.629,4,-6.817,1,0.0431,0.695,0.0,0.164,0.545,118.515,2
794,bruno mars,grenade,0.561,0.447,1,-11.389,1,0.0544,0.279,0.0,0.319,0.729,117.784,2
795,ed sheeran,beautiful people (feat. khalid),0.619,0.603,9,-9.481,1,0.0342,0.712,0.0,0.0721,0.958,127.433,2
796,5 seconds of summer,she looks so perfect,0.693,0.29,8,-17.501,1,0.0334,0.706,1.49e-05,0.137,0.92,121.795,0
797,justin timberlake,mirrors,0.75,0.444,4,-8.63,1,0.0403,0.12,3.69e-06,0.118,0.849,111.919,2
798,zedd,the middle,0.63,0.519,9,-10.997,1,0.0528,0.225,4.3e-06,0.0974,0.502,143.942,2
799,little mix,shout out to my ex,0.487,0.464,4,-9.821,1,0.03,0.0666,0.00531,0.105,0.851,121.242,2
800,jonas brothers,sucker,0.346,0.716,0,-10.001,1,0.0735,0.571,0.0,0.189,0.904,184.499,1
801,maroon 5,sugar,0.439,0.488,11,-14.464,1,0.0615,0.702,0.000339,0.16,0.629,93.017,0
802,ed sheeran,photograph,0.493,0.467,1,-11.183,1,0.0289,0.757,0.0,0.388,0.731,110.553,0
803,jessie j,"flashlight - from ""pitch perfect 2"" soundtrack",0.46,0.389,0,-11.603,1,0.031,0.349,0.0,0.0533,0.606,123.213,0
804,katy perry,never really over,0.725,0.327,0,-17.714,1,0.0387,0.113,0.326,0.214,0.688,110.438,0
805,5 seconds of summer,youngblood,0.456,0.47,2,-9.564,1,0.0294,0.513,3.76e-05,0.444,0.639,120.336,0
806,adele,when we were young,0.581,0.696,9,-8.75,1,0.108,0.673,0.0,0.322,0.932,160.891,1
807,ed sheeran,happier,0.658,0.657,0,-7.792,1,0.0482,0.592,9.5e-06,0.08,0.888,157.269,2
808,meghan trainor,dear future husband,0.543,0.41,8,-13.253,1,0.0268,0.157,0.0,0.0996,0.817,95.363,2
809,taylor swift,we are never ever getting back together,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,2
810,lewis capaldi,someone you loved,0.562,0.779,7,-6.705,1,0.0592,0.363,0.0292,0.066,0.967,119.602,2
811,shawn mendes,seorita,0.499,0.595,4,-10.028,1,0.0384,0.258,0.0,0.487,0.813,120.521,2
812,rachel platten,fight song,0.257,0.338,4,-12.902,1,0.0357,0.736,0.0,0.252,0.544,207.356,1
813,ed sheeran,perfect,0.484,0.538,7,-9.218,1,0.0296,0.00306,3.54e-05,0.0711,0.498,102.073,2
814,katy perry,last friday night (t.g.i.f.),0.623,0.156,6,-15.098,1,0.0308,0.912,0.0,0.141,0.329,97.235,0
815,dua lipa,idgaf,0.757,0.725,2,-7.259,1,0.0275,0.399,0.0,0.108,0.965,122.439,2
816,magic!,rude,0.603,0.596,9,-8.029,1,0.0728,0.395,2.31e-06,0.451,0.502,128.129,2
817,the chainsmokers,something just like this,0.389,0.745,3,-6.998,1,0.0384,0.777,0.00159,0.143,0.271,83.037,0
818,taylor swift,me! (feat. brendon urie of panic! at the disco),0.623,0.709,1,-9.818,0,0.0636,0.102,0.0,0.0967,0.948,122.394,4
819,charlie puth,attention,0.239,0.618,0,-8.464,1,0.033,0.0305,0.0,0.721,0.683,197.499,1
820,onerepublic,counting stars,0.517,0.692,1,-7.273,0,0.0246,0.253,0.0,0.172,0.476,107.958,4
821,meghan trainor,like i'm gonna lose you (feat. john legend),0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,2
822,selena gomez,wolves,0.636,0.893,3,-6.311,1,0.047,0.674,0.00143,0.176,0.887,129.664,2
823,jessie j,domino,0.546,0.399,4,-9.378,1,0.027,0.361,3.18e-06,0.0995,0.301,97.142,0
824,zayn,"i dont wanna live forever (fifty shades darker) - from ""fifty shades darker (original motion picture soundtrack)""",0.192,0.392,5,-11.667,1,0.0328,0.326,0.000199,0.248,0.391,172.312,1
825,sam smith,too good at goodbyes,0.281,0.212,6,-15.513,1,0.031,0.86,7.73e-05,0.119,0.195,95.555,0
826,john legend,all of me,0.451,0.818,2,-8.124,1,0.0439,0.135,2.92e-05,0.052,0.755,124.532,2
827,bruno mars,when i was your man,0.595,0.643,5,-9.275,1,0.0365,0.76,0.0,0.538,0.73,135.633,2
828,halsey,without me,0.243,0.655,2,-4.597,0,0.0363,0.659,1.28e-06,0.0821,0.575,111.965,4
829,carly rae jepsen,i really like you,0.709,0.62,2,-9.382,1,0.034,0.318,0.0,0.0426,0.936,93.723,2
830,charlie puth,one call away,0.321,0.0631,6,-21.616,0,0.0351,0.833,0.83,0.141,0.264,135.605,3
831,justin bieber,what do you mean?,0.512,0.771,4,-7.006,1,0.0402,0.168,0.0,0.0895,0.803,129.639,2
832,adele,all i ask,0.312,0.555,7,-10.05,1,0.0377,0.47,1.43e-06,0.084,0.491,118.235,0
833,ariana grande,"thank u, next",0.579,0.419,0,-10.72,1,0.0346,0.625,0.0,0.0981,0.673,104.564,0
834,jp saxe,if the world was ending (feat. julia michaels),0.423,0.681,10,-9.756,1,0.0398,0.0592,0.000177,0.0889,0.56,110.461,2
835,ed sheeran,galway girl,0.57,0.529,5,-10.769,1,0.028,0.377,0.00509,0.203,0.934,123.273,2
836,carly rae jepsen,call me maybe,0.666,0.55,10,-8.672,1,0.0612,0.573,1.84e-06,0.122,0.961,95.552,2
837,bruno mars,locked out of heaven,0.471,0.021,10,-24.385,1,0.0366,0.931,1.19e-06,0.103,0.356,107.796,0
838,dua lipa,new rules,0.632,0.59,5,-10.206,1,0.0305,0.346,0.0,0.24,0.953,130.287,2
839,walk the moon,shut up and dance,0.251,0.868,1,-2.685,1,0.128,0.488,7.34e-06,0.814,0.599,177.13,1
840,adele,someone like you,0.715,0.423,7,-12.663,0,0.0306,0.62,0.0,0.568,0.596,98.623,4
841,shawn mendes,in my blood,0.569,0.896,3,-9.068,1,0.0634,0.0602,0.31,0.0723,0.711,137.292,2
842,zara larsson,lush life,0.4,0.48,7,-7.768,1,0.0295,0.346,3.1e-05,0.155,0.653,103.436,2
843,zayn,pillowtalk,0.632,0.686,0,-6.116,0,0.0395,0.437,0.0,0.193,0.65,121.414,4
844,katy perry,firework,0.621,0.972,8,-3.791,1,0.0724,0.472,0.000585,0.195,0.866,155.113,2
845,ed sheeran,castle on the hill,0.539,0.406,0,-6.225,1,0.0261,0.351,5.1e-06,0.161,0.376,135.923,0
846,avicii,the nights,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,0
847,maroon 5,animals,0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263,2
848,ariana grande,into you,0.446,0.92,9,-4.228,1,0.183,0.754,0.0514,0.239,0.656,203.034,1
849,kelly clarkson,stronger (what doesn't kill you),0.364,0.607,2,-9.791,1,0.125,0.451,0.0,0.251,0.598,79.987,1
850,adele,send my love (to your new lover),0.603,0.271,5,-10.083,1,0.0284,0.679,0.0,0.141,0.405,110.89,0
851,the wanted,glad you came,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,2
852,katy perry,roar,0.619,0.472,3,-11.999,0,0.0296,0.293,0.0,0.168,0.777,119.569,4
853,lauv,i'm so tired...,0.79,0.41,0,-13.241,1,0.0343,0.263,0.00314,0.174,0.815,112.345,2
854,alessia cara,"how far i'll go - from ""vaiana""",0.574,0.542,7,-11.578,1,0.0657,0.212,0.000117,0.0645,0.977,129.646,2
855,the chainsmokers,paris,0.502,0.333,7,-10.914,1,0.0264,0.699,0.0,0.222,0.729,96.982,0
856,maggie lindemann,pretty girl - cheat codes x cade remix,0.138,0.399,7,-8.756,1,0.0311,0.782,3.65e-06,0.188,0.296,179.93,1
857,taylor swift,bad blood,0.259,0.241,2,-15.955,1,0.042,0.554,6.62e-06,0.0849,0.275,178.453,1
858,katy perry,teenage dream,0.535,0.797,3,-7.533,1,0.0459,0.48,3.42e-05,0.141,0.613,148.835,2
859,adele,rolling in the deep,0.249,0.66,0,-6.905,1,0.0342,0.504,0.0026,0.0891,0.435,149.813,1
860,ed sheeran,shape of you,0.864,0.346,4,-12.918,1,0.0365,0.277,0.00521,0.0514,0.964,105.164,2
861,sam smith,dancing with a stranger (with normani),0.396,0.286,6,-11.494,0,0.0283,0.548,8.51e-06,0.122,0.605,105.289,4
862,ariana grande,no tears left to cry,0.635,0.167,1,-12.998,1,0.0403,0.858,0.000999,0.213,0.246,83.768,0
863,alicia keys,girl on fire,0.553,0.738,0,-7.963,1,0.0457,0.213,0.0,0.339,0.759,138.602,2
864,zedd,stay,0.352,0.3,8,-9.282,1,0.0301,0.413,0.0,0.1,0.295,58.686,0
865,martin garrix,scared to be lonely,0.515,0.496,4,-7.446,1,0.0324,0.265,0.0,0.182,0.651,153.582,2
866,taylor swift,you need to calm down,0.733,0.579,7,-8.442,1,0.033,0.573,2.11e-05,0.113,0.963,122.729,2
867,hailee steinfeld,starving,0.659,0.513,0,-7.186,1,0.0293,0.315,0.0,0.283,0.855,133.609,2
868,lukas graham,love someone,0.661,0.557,4,-8.244,1,0.049,0.262,0.0,0.0557,0.957,125.445,2
869,ariana grande,7 rings,0.507,0.561,7,-10.472,1,0.0353,0.548,0.0,0.59,0.89,120.042,2
870,sam smith,how do you sleep?,0.408,0.436,0,-7.712,1,0.0345,0.805,1.72e-06,0.305,0.474,175.024,1
871,kygo,it ain't me (with selena gomez),0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111,2
872,p!nk,just give me a reason,0.605,0.837,7,-10.059,1,0.114,0.754,4.11e-05,0.3,0.93,157.225,1
873,joel adams,please don't go,0.615,0.815,5,-7.128,1,0.0373,0.475,0.0,0.0964,0.765,150.733,2
874,ava max,sweet but psycho,0.525,0.52,7,-11.725,1,0.0271,0.538,0.00569,0.111,0.523,112.554,0
875,david guetta,without you (feat. usher),0.708,0.545,6,-7.376,1,0.0502,0.648,0.0,0.121,0.935,135.241,2
876,bebe rexha,meant to be (feat. florida georgia line),0.721,0.567,10,-9.516,1,0.0389,0.221,0.0,0.465,0.914,116.643,2
877,jonas blue,perfect strangers,0.628,0.593,0,-7.515,1,0.0279,0.508,0.0,0.104,0.488,114.944,2
878,zara larsson,never forget you,0.595,0.465,2,-8.412,0,0.026,0.102,0.0,0.0641,0.492,124.991,4
879,owl city,good time,0.168,0.326,5,-9.981,1,0.0324,0.721,0.0006,0.316,0.322,174.794,1
880,the script,superheroes,0.523,0.48,3,-10.923,1,0.0492,0.214,0.0,0.0751,0.81,151.4,2
881,maroon 5,what lovers do (feat. sza),0.602,0.633,9,-9.756,1,0.0314,0.502,0.0,0.0614,0.931,98.995,2
882,jp cooper,september song,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,2
883,charlie puth,marvin gaye (feat. meghan trainor),0.822,0.332,1,-11.369,1,0.0506,0.834,0.0,0.11,0.834,110.802,0
884,dj snake,let me love you,0.593,0.354,9,-10.269,1,0.0288,0.733,0.0,0.527,0.793,124.63,0
885,bruno mars,that's what i like,0.604,0.51,11,-9.323,0,0.0544,0.903,2.19e-05,0.71,0.916,124.012,4
886,cheat codes,no promises (feat. demi lovato),0.604,0.357,6,-11.419,1,0.0269,0.0311,0.0,0.0927,0.638,100.721,2
887,martin garrix,in the name of love,0.252,0.507,2,-13.337,1,0.0442,0.00206,0.00057,0.325,0.816,196.494,1
888,alec benjamin,let me down slowly,0.66,0.611,0,-10.309,1,0.0392,0.423,1.11e-05,0.107,0.749,113.898,2
889,major lazer,cold water (feat. justin bieber & m),0.431,0.678,4,-7.945,1,0.0365,0.7,6.37e-06,0.199,0.633,135.919,2
890,p!nk,try,0.467,0.783,8,-5.207,1,0.0528,0.139,0.0214,0.08,0.591,160.841,2
891,lady gaga,always remember us this way,0.39,0.31,5,-14.545,1,0.0676,0.794,0.0,0.379,0.584,177.515,1
892,david guetta,titanium (feat. sia),0.374,0.991,9,-1.101,1,0.0813,0.38,0.000719,0.0929,0.51,95.105,2
893,maroon 5,cold (feat. future),0.512,0.658,1,-9.972,0,0.0607,0.232,0.0,0.108,0.752,129.861,4
894,ariana grande,break free,0.574,0.364,11,-9.672,0,0.0365,0.915,9.98e-06,0.137,0.398,112.094,4
895,rita ora,your song,0.311,0.0264,0,-21.644,1,0.037,0.731,0.00205,0.156,0.139,120.653,0
896,sia,chandelier,0.605,0.455,5,-8.903,0,0.0301,0.595,0.0,0.0816,0.678,106.825,4
897,jonas blue,mama,0.546,0.818,0,-4.89,1,0.031,0.0487,0.0,0.0983,0.756,138.561,2
898,james tw,when you love someone,0.563,0.441,4,-9.902,1,0.0437,0.773,0.0,0.351,0.468,115.168,0
899,lady gaga,bad romance,0.528,0.482,9,-10.939,0,0.027,0.614,0.0,0.549,0.788,95.82,4
